County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,FMNP,Latitude,Longitude,Location Points
Delaware,Hobart Community Farmers' Market,"Stamford Town Hall Green,101 Maple Ave., Village of Hobart",Maple Ave and Railroad Ave,Stamford,NY,13788,Andrew Flach,9178854490,http://www.hobartfarmersmarket.com,Friday  4pm-7pm,June 7 - September 27,Y,42.37016,-74.66867,"Maple Ave and Railroad Ave
(42.37016, -74.66867)"
Delaware,Pakatakan Farmers' Market,"Round Barn, 46676 State Hwy 30btwn Margaretville & Roxbury",46676 State Route 30,Margaretville,NY,12455,Gary Lamont,6077467261,,Saturday  9am-2pm,May 18 - October 12,Y,42.19991,-74.59656,"46676 State Route 30
(42.19991, -74.59656)"
Delaware,Sidney Farmers' Market,"Video Entertainment parking lot,89 Main St.",89 Main St,Sidney,NY,13838,Jeanne Darling,6078656531,http://www.ccedelaware.org,Tuesday  10am-2pm,July 2 - September 24,Y,42.31426,-75.39045,"89 Main St
(42.31426, -75.39045)"
Delaware,Walton Farmers' Market,"UHS Delaware Valley Hospital,2 Titus Place",2 Titus Place,Walton,NY,13856,Jeanne Darling,6078656531,http://www.ccedelaware.org,Wed 10am-2pm,Aug 7 & Sep 4,Y,42.16464,-75.12792,"2 Titus Place
(42.16464, -75.12792)"
Dutchess,Arlington Farmers' Market,"Vassar College Alumni Lawn, 123 Raymond Ave., Poughkeepsie",123 Raymond Ave,Poughkeepsie,NY,12603,Bob Legacy,8454712863,http://www.arlingtonhasit.org,Thursday  3pm-7pm,June 6 - October 24,Y,41.68187,-73.89636,"123 Raymond Ave
(41.68187, -73.89636)"
Dutchess,Hyde Park Farmers' Market,"Hyde Park Town Hall,4383 Route 9",4383 Route 9,Hyde Park,NY,12538,Dot Chenevert,8452299336,,Saturday  9am-2pm,June 1 - October 26,Y,41.79069,-73.93645,"4383 Route 9
(41.79069, -73.93645)"
Dutchess,Millerton Farmers' Market,Main St. & Railroad Plaza (Indoor - Gilmor Glass),2 Main Street,Millerton,NY,12546,Betsey McCall,5187894259,http://www.neccmillerton.org,"Saturday  9am-1pm(Jan - Apr, 2nd & 4th Sat, 10-2)",Year-round,Y,41.95258,-73.51208,"2 Main Street
(41.95258, -73.51208)"
Dutchess,Rhinebeck Farmers' Market,"Municipal lot, 61 East Market St.(Winter - Town Hall, 80 E. Market St)",61 East Market St,Rhinebeck,NY,12572,Cheryl Paff,9176921274,http://www.rhinebeckfarmersmarket.com,Sunday  10am-2pm(Dec - Apr- Alt. Sun),Year-round,Y,41.92738,-73.91021,"61 East Market St
(41.92738, -73.91021)"
Erie,Alden Farmers' Market,"Tractor Supply Plaza,13119 Broadway, Alden",13119 Broadway,Alden,NY,14004,Nancy Hughes,7169370103,http://www.aldenny.org,Saturday  8:30am-1pm,May 11 - October 5,Y,42.89828,-78.501,"13119 Broadway
(42.89828, -78.501)"
Erie,Blasdell Farmers' Market,3785 South Park AvenueDiPaolo's parking lot,3785 South Park Avenue,Hamburg,NY,14219,Erin Erickson,7166497917,http://www.hamburg-chamber.org,Wednesday  9am-2pm,May 1 - November 6,Y,42.79501,-78.82403,"3785 South Park Avenue
(42.79501, -78.82403)"
Erie,Buffalo/Clinton Bailey Farmers' Market,"1443-1517 Clinton St.,corner of Clinton & Bailey Sts.",Bailey Ave and Clinton St,Buffalo,NY,14206,John Parise,7168222466,,Saturday* 6am - 3pmSun - Friday 8am - 5pm(Winter-Sat* Only 6-12)(* FMNP Accepted),Year-round,Y,42.87204,-78.81997,"Bailey Ave and Clinton St
(42.87204, -78.81997)"
Erie,Clarence Hollow Farmers' Market,"Town parking lot, 10717 Main St. (Rt. 5)",10717 Main St,Clarence,NY,14031,Cheryl Anthony,7167591075,http://www.clarencehollow.org,Saturday  8am-1pm,June 1 - October 26,Y,42.98082,-78.58903,"10717 Main St
(42.98082, -78.58903)"
Erie,Downtown Buffalo Country Market,"Buffalo Place, Main St. btwn Court & Church Sts.",Main St and East Eagle St,Buffalo,NY,14202,Jackie Jonmaire,7168563150,http://www.buffaloplace.com,Tue/Thu  8am-2:30pm,May 16 - October 24,Y,42.88429,-78.87484,"Main St and East Eagle St
(42.88429, -78.87484)"
Erie,East Aurora Farmers' Market,"Aurora Village (TOPS) Plaza, Grey St.",123 Grey St,East Aurora,NY,14052,Carolyn Husarek,7166520951,,Sat/Wed  7am-1pm,May 4 - November 27,Y,42.76593,-78.63413,"123 Grey St
(42.76593, -78.63413)"
Erie,Elmwood-Bidwell Farmers' Market,"Elmwood Village, Elmwood Ave & Bidwell Pkwy",Elmwood Ave and Bidwell Pkwy,Buffalo,NY,14222,Karen Vilonen,7166915388,http://www.elmwoodmarket.org,Saturday  8am-1pm,May 11 - December 21,Y,42.92371,-78.87702,"Elmwood Ave and Bidwell Pkwy
(42.92371, -78.87702)"
Erie,Fox Run at Orchard Park Farmers' Market,"Orchard Park,One Fox Run Lane",1 Fox Run Ln,Orchard Park,NY,14127,Wendy Gladke,7166625001,,Thursday  9am - 1:30pm,May 9 - October 31,Y,42.76302,-78.77294,"1 Fox Run Ln
(42.76302, -78.77294)"
Erie,Hamburg Farmers' Market,"Village municipal parking lot, Main & Buffalo Sts., near Palace Theater",30 Buffalo St,Hamburg,NY,14075,Erin Erickson,7166497917,http://www.hamburg-chamber.org,Saturday  7:30am-1pm,May 4 - November 2,Y,42.71677,-78.82994,"30 Buffalo St
(42.71677, -78.82994)"
Erie,Holland Farmers' Market,"Municipal lot, Route 16btw Fire Hall & Ronnie's Pizzeria",49 North Main St,Holland,NY,14080,Marg Wnek,7165379590,,Sunday  8:30am-2pm,May 5 - November 24,Y,42.64204,-78.543,"49 North Main St
(42.64204, -78.543)"
Erie,Kenmore Farmers' Market,"2919 Delaware Ave.,at Delaware Rd.",2919 Delaware Ave,Buffalo,NY,14217,Katie Burd,7168741784,,Saturday  8am-12:30pm,June 22 - October 26,Y,42.96362,-78.8698,"2919 Delaware Ave
(42.96362, -78.8698)"
Erie,Springville/Gentner Farmers' Market,"Gentner Auction, 341 W. Main St. (Rt. 39)",341 West Main St,Springville,NY,14141,Donna Goldhawk,7165600198,,"Wednesday  7am-3pm(Dec-Apr, Wed 8-2)",Year-round,Y,42.50906,-78.67989,"341 West Main St
(42.50906, -78.67989)"
Erie,Williamsville Mill Farmers' Market,"56 E. Spring St., Williamsville",56 East Spring St,Williamsville,NY,14221,Ellie Grenauer,7169846572,http://www.williamsvillefarmersmarket.com,Saturday  8am-12:30pm,May 18 - October 26,Y,42.96367,-78.7446,"56 East Spring St
(42.96367, -78.7446)"
Essex,Elizabethtown Farmers' Market,Behind Adirondack Center Museum,7590 Court St,Elizabethtown,NY,12932,Vicki Lesniak,5187721064,http://www.adirondackfarmersmarket.com,Friday  9am-1pm,May 17 - October 11,Y,44.21505,-73.59094,"7590 Court St
(44.21505, -73.59094)"
Essex,Keene Farmers' Market,"Rt. 73, Marcy Airfield, 1 mi S of Rt. 9N jct.",2253 State Route 73,Keene Valley,NY,12943,Vicki Lesniak,5187721064,http://www.adirondackfarmersmarket.com,Sunday  9:30am-2pm,June 16 - October 13,Y,44.22067,-73.78561,"2253 State Route 73
(44.22067, -73.78561)"
Essex,Lake Placid Farmers' Market,"Lake Placid Center for the Arts, 17 Algonquin Dr., upper parking lot",17 Algonquin Dr,Lake Placid,NY,12946,Ian Ater,5188345012,http://www.ausablevalleygrange.com,Wednesday  9am-1pm,June 5 - October 23,Y,44.29367,-73.99766,"17 Algonquin Dr
(44.29367, -73.99766)"
Essex,Port Henry Farmers' Market,"Bonnie's Bistro parking lot,4264 Main St.",4264 Main St,Port Henry,NY,12974,Vicki Lesniak,5187721064,http://www.adirondackfarmersmarket.com,Wednesday  9am-1pm,June 26 - August 28,Y,44.0445,-73.45837,"4264 Main St
(44.0445, -73.45837)"
Essex,Schroon Lake Farmers' Market,"Town Hall parking lot,15 Leland Ave",Leland Ave and Broad St,Scroon Lake,NY,12870,Ian Ater,5188345012,http://www.ausablevalleygrange.com,Monday  9am-1pm,June 24 - September 2,Y,43.83665,-73.76049,"Leland Ave and Broad St
(43.83665, -73.76049)"
Essex,Ticonderoga Farmers' Market,Rt 9N at Hague Rd near Liberty Monument,State Route 9N and Hague Rd,Ticonderoga,NY,12883,Matt Courtright,5185856619,http://www.ticonderogany.com,Saturday  10am-1pm,July 29 - October 12,Y,43.84791,-73.43552,"State Route 9N and Hague Rd
(43.84791, -73.43552)"
Essex,Willsboro Farmers' Market,Route 22 - South of Chamberlain Bank,Maple St and NY Rt 22,Willsboro,NY,12996,Vicki Lesniak,5187721064,http://www.adirondackfarmersmarket.com,Thu  3:30pm - 6:30pm,June 13 - September 5,Y,44.36554,-73.3941,"Maple St and NY Rt 22
(44.36554, -73.3941)"
Franklin,Paul Smiths Farmers' Market,"Visitor's Interpretive Center,Route 30",8023 New York 30,Paul Smiths,NY,12970,Vicki Lesniak,5187721064,http://www.adirondackfarmersmarket.com,Friday  2pm-5pm,June 21 - September 20,Y,44.4485,-74.25941,"8023 New York 30
(44.4485, -74.25941)"
Franklin,Saranac Lake Farmers' Market,"Fusion Market,Across from boat launch",111 River St,Saranac Lake,NY,12983,Vicki Lesniak,5187721064,http://www.adirondackfarmersmarket.com,Tuesday  10am-2pm,May 21 - October 1,Y,44.32413,-74.12598,"111 River St
(44.32413, -74.12598)"
Franklin,Saranac Lake Village Farmers' Market,"Riverside Park, Main St. & River Sts.",River St and Main St,Saranac Lake,NY,12983,Ian Ater,5188345012,http://www.ausablevalleygrange.com,Saturday  9am-2pm,June 1 - October 26,Y,44.32503,-74.13178,"River St and Main St
(44.32503, -74.13178)"
Franklin,Tupper Lake Farmers' Market,Wild Center Museum,270 Hosley Ave,Tupper Lake,NY,12986,Vicki Lesniak,5187721064,http://www.adirondackfarmersmarket.com,Thursday  11am-3pm,June 13 - September 26,Y,44.2204,-74.44318,"270 Hosley Ave
(44.2204, -74.44318)"
Fulton,Gloversville Farmers' Market,"Elm Street Pavilion,btwn Church & Spring Sts.",9 Elm St,Gloversville,NY,12078,Anne Marie Johnson,5188636104,http://www.fultonmontgomeryfarmersmarket.org,Saturday  8:30am-12:30pm,May 4 - October 19,Y,43.05261,-74.34578,"9 Elm St
(43.05261, -74.34578)"
Fulton,Johnstown Farmers' Market,"Sir William Park,parking lot btwn Main and Church Sts.",Sir William Park,Johnstown,NY,12095,Anne Marie Johnson,5188636104,http://www.fultonmontgomeryfarmersmarket.org,Tuesday  3pm-6pm,May 21 - October 15,Y,43.01507,-74.37854,"Sir William Park
(43.01507, -74.37854)"
Fulton,Northville Farmers' Market,"Waterfront Park,behind Timeless Tavern",162 South Main St,Northville,NY,12134,Wendy Reu,5188634211,,Tue/Fri  2pm-5pm(Tue July 5-Sept 27),May 24 - October 11,Y,43.22568,-74.17102,"162 South Main St
(43.22568, -74.17102)"
Genesee,Batavia Farmers' Market,"K-Mart parking lot,8363 Lewiston Rd.",8363 Lewiston Rd,Batavia,NY,14020,Scott Christ,5853306161,,Tue/Fri  8am-4pm,June 4 - October 29,Y,43.00952,-78.2072,"8363 Lewiston Rd
(43.00952, -78.2072)"
Genesee,Downtown Batavia Farmers' Market,"109 Ellicott St., Ellicott (Rt. 63) & Center Sts.",109 Ellicott St,Batavia,NY,14020,Don Burkel,5853440900,http://www.downtownbataviany.com,Thursday  9am-3:30pm,June 20 - September 26,Y,42.99511,-78.18294,"109 Ellicott St
(42.99511, -78.18294)"
Genesee,Genesee Country Farmers' Market,"Batavia Downs Casino parking lot, 8315 Park Rd., Batavia",8315 Park Rd,Batavia,NY,14020,Sharon Brent,7165600853,http://www.gcfm.webs.com,Tue/Fri  8am-5pm,June 11 - October 29,Y,43.01001,-78.20528,"8315 Park Rd
(43.01001, -78.20528)"
Genesee,LeRoy Farmers' Market,Trigon Park,Trigon Park,Le Roy,NY,14482,Sharon Jeary,5857682527,http://www.villageofLeRoy.org,Saturday  9am-12:30pm,June 22 - October 12,Y,42.97756,-77.98592,"Trigon Park
(42.97756, -77.98592)"
Genesee,North Street Farmers' Market,"YWCA of Genesee County, Inc.301 North St., Batavia",301 North Street,Batavia,NY,14020,Christine Ditzel,5853435808,http://www.ywcagenesee.org,Sunday  10am-2pm,June 23 - September 29,Y,43.00569,-78.17281,"301 North Street
(43.00569, -78.17281)"
Greene,Coxsackie Riverside Farmers' Market,Coxsackie Riverside Park,1 Betke Blvd,Coxsackie,NY,12051,Deidre Meier,5185882821,,Wednesday  4pm-7pm,May 29 - September 18,Y,42.3524,-73.79703,"1 Betke Blvd
(42.3524, -73.79703)"
Hamilton,Speculator Farmers & Crafters Farmers' Market,Speculator Village Pavilion,State Route 30 and Elliot Ln,Speculator,NY,12164,Anna Smith,5185484521,http://www.speculatorchamber.com,Thursday  2pm-5pm,June 27 - September 26,Y,43.49674,-74.3607,"State Route 30 and Elliot Ln
(43.49674, -74.3607)"
Herkimer,Dolgeville Farmers' Market,Municipal parking lot btwn M&T Bank & Kinneys,12 North Helmer Ave,Dolgeville,NY,13329,Joseph Jablonski,3157177710,,Friday  8am-12 Noon,May - October,Y,43.10438,-74.77208,"12 North Helmer Ave
(43.10438, -74.77208)"
Herkimer,Herkimer/Early Birds Farmers' Market,"Aubuchon Hardware parking lot, 105 N. Caroline St.",105 North Caroline St,Herkimer,NY,13350,John Skinner,3158581025,,Thursday  9am-1pm,May 23 - October 31,Y,43.02386,-74.99374,"105 North Caroline St
(43.02386, -74.99374)"
Herkimer,Herkimer Farmers' Market,"Herkimer Arc Association parking lot,420 E. German St.",420 East German St,Herkimer,NY,13350,Cat Macera,3158950138,,Monday  1pm-7pm,May 20 - October 28,Y,43.03464,-74.9865,"420 East German St
(43.03464, -74.9865)"
Herkimer,Ilion Farmers' Market,Clapsaddle Farm 437 Otsego St. (State Rt 51 S),437 Otsego St,Ilion,NY,13357,James Parker,3158944660,,Fri  12 Noon-6pm    Sat  10am-5pm,Year-round,Y,43.00028,-75.04423,"437 Otsego St
(43.00028, -75.04423)"
Herkimer,Little Falls Farmers' Market,"M&T Bank parking lot, Albany St., Little Falls",501 East Main St,Little Falls,NY,13365,Mary Davis,3158662619,,Saturday  8am-12 Noon,May - October,Y,43.04308,-74.8589,"501 East Main St
(43.04308, -74.8589)"
Herkimer,Mohawk Farmers' Market,"Weller Park,41 West Main St.",41 West Main St,Mohawk,NY,13407,Marilyn Bridger,3158661671,,Wednesday  2pm-5pm,May 15 - October 9,Y,43.01075,-75.00846,"41 West Main St
(43.01075, -75.00846)"
Herkimer,Old Forge Farmers' Market,"Park Ave.,behind OF Hardware",Crosby Blvd and Park Ave,Old Forge,NY,13420,Nicholas Rose,3153693353,,Friday  1pm-5pm,June 28 - October 4,Y,43.70893,-74.97286,"Crosby Blvd and Park Ave
(43.70893, -74.97286)"
Herkimer,West Winfield Farmers' Market,"The Federated Church parking lot, 452 E. Main St.",452 E. Main St.,West Winfield,NY,13491,Patti Laymon,3158554256,,Wednesday  4pm-7pm,June 19 - October 23,Y,42.88486,-75.18946,"452 E. Main St.
(42.88486, -75.18946)"
Jefferson,Cape Vincent Farmers' Market,"Village Green,  Broadway St. (Rt. 12)",Broadway St and James St,Cape Vincent,NY,13618,Shelley Higgins,3156542481,http://www.capevincent.org,Saturday  8am-2pm,June 22 - October 12,Y,44.12838,-76.33472,"Broadway St and James St
(44.12838, -76.33472)"
Jefferson,Carthage Farmers' Market,"Farmers Market Pavilion, Riverside Dr.(behind Carthage Rescue Squad)",215 Spring St,Carthage,NY,13619,Lori Boland,3154933590,,Friday  7am-2pm,May 24 - October 25,Y,43.97798,-75.61225,"215 Spring St
(43.97798, -75.61225)"
Jefferson,Clayton Farmers' Market,Village Park Circle,300 Riverside Dr,Clayton,NY,13624,Beth Rusho,3156863771,http://www.1000islands-clayton.com,Thursday  10am-6pm,June 20 - September 12,Y,44.24333,-76.08579,"300 Riverside Dr
(44.24333, -76.08579)"
Jefferson,Greater Watertown-North Country Market,"317 Washington St., Dulles State Office Bldg.",317 Washington Street,Watertown,NY,13601,Michelle Farrell,3157884400,http://www.watertownny.com,Wed  6:30am-3pm,May 29 - October 2,Y,43.97173,-75.91117,"317 Washington Street
(43.97173, -75.91117)"
Jefferson,Monday Neighborhood Farmers' Market,"203 N. Hamilton St., Watertown,Cornell Cooperative Extension",203 North Hamilton St,Watertown,NY,13601,Delta Keeney,3157881933,http://www.watertownmondaymarket.com,Monday  3pm-6pm,July 8 - October 7,Y,43.97306,-75.89492,"203 North Hamilton St
(43.97306, -75.89492)"
Jefferson,Philadelphia Farmers' Market,"Philadelphia Shopping Plaza,Route 11",2 South Main Street,Philadelphia,NY,13673,Mathew Montroy,3157838640,,Saturday  8am-5pm,May 18 - October 26,Y,44.14668,-75.7094,"2 South Main Street
(44.14668, -75.7094)"
Jefferson,Watertown Saturday Farmers' Market,"J.B. Wise Pavilion parking lot,175 Black River Parkway",175 Black River Parkway,Watertown,NY,13601,Samuel J. Biondolillo,3157732345,,Saturday  9am-2pm,June 8 - November 2,Y,43.97651,-75.90988,"175 Black River Parkway
(43.97651, -75.90988)"
Kings,Albee Square Farmers' Market,"Fulton St.,corner of Fulton and Bond Sts., Brooklyn",Fulton Street and Bond Street,Brooklyn,NY,11201,Johanna Safar,9143181067,,Thursday  10am-4pm    Saturday  11am-5pm,May 4 - November 23,Y,40.6897,-73.98296,"Fulton Street and Bond Street
(40.6897, -73.98296)"
Kings,Bartel-Pritchard Square Greenmarket,"Prospect Park West, at 15th St. (inside park entrance)",Bartel Pritchard Square,Brooklyn,NY,11215,Chelsea Whittaker,2127887476,http://www.grownyc.org,Wednesday  8am-3pm,May 1 - November 27,Y,40.66094,-73.97979,"Bartel Pritchard Square
(40.66094, -73.97979)"
Kings,Bay Ridge Greenmarket,"Walgreen's parking lot,Third Ave. & 95th St.",Third Ave and 95th St,Brooklyn,NY,11209,Chelsea Whittaker,2127887476,http://www.grownyc.org,Saturday  8am - 3pm,June 1 - November 23,Y,40.61724,-74.03362,"Third Ave and 95th St
(40.61724, -74.03362)"
Kings,Bensonhurst Greenmarket,"18th Ave between 81st & 82nd Streets, Brooklyn",8112 Cristoforo Colombo Blvd,Brooklyn,NY,11214,Chelsea Whittaker,2127887476,http://www.grownyc.org,Sunday 9am - 4pm,July 7 - November 23,Y,40.60971,-73.99971,"8112 Cristoforo Colombo Blvd
(40.60971, -73.99971)"
Kings,Boro Park Greenmarket,14th Ave. btw 49th & 50th Sts.,14th Ave and 49th St,Brooklyn,NY,11219,Chelsea Whittaker,2127887476,http://www.grownyc.org,Thursday  8am - 3pm,July 11 - November 21,Y,40.6337,-73.98992,"14th Ave and 49th St
(40.6337, -73.98992)"
Kings,Brooklyn Borough Hall Greenmarket,"Supreme Court Plaza, Court & Montague Sts.",Court St and Montague St,Brooklyn,NY,11201,Chelsea Whittaker,2127887476,http://www.grownyc.org,Tue/Thu/Sat  8am - 6pm,Year-round,Y,40.69375,-73.99047,"Court St and Montague St
(40.69375, -73.99047)"
Kings,Brooklyn Bridge Park Farmers' Market,"At end of Atlantic Ave at Pier 6,Brooklyn",Furman Street and Joralemon Street,Brooklyn,NY,11201,Doug Ornstein,9149234837,http://www.downtoearthmarkets.com,Sunday  11am-5pm,June 9 - December 1,Y,40.69389,-73.99923,"Furman Street and Joralemon Street
(40.69389, -73.99923)"
Kings,Brownsville Community Farmers' Market,"514 Rockaway Ave., BrooklynCorner of Rockaway & Sutter Ave.",514 Rockaway Ave,Brooklyn,NY,11212,Renee Murir,7183455000,http://www.bmsfhc.org,Saturday  8:30am-4:30pm,July 20 - November 09,Y,40.66746,-73.91048,"514 Rockaway Ave
(40.66746, -73.91048)"
Kings,Brownsville Pitkins Ave Youthmarket,"Thomas Boyland, south of Pitkin, west side",Thomas Boyland St and Pitkin Ave,Brooklyn,NY,11212,Ryan Morningstar,5089442083,,Saturday  9:30am-3:30pm,July 13 - November 23,Y,40.66925,-73.91358,"Thomas Boyland St and Pitkin Ave
(40.66925, -73.91358)"
Kings,Brownsville Rockaway Youthmarket,"Rockaway Ave, btwn Livonia Ave & Dumont",Rockaway Ave and Livonia Ave,Brooklyn,NY,11212,Ryan Morningstar,5089442083,,Friday  1pm - 6pm,July 12 - November 22,Y,40.66255,-73.90892,"Rockaway Ave and Livonia Ave
(40.66255, -73.90892)"
Kings,Bushwick I Farmers' Market,"Linden St.,btwn Broadway & Bushwick Aves.",Broadway and Linden St,Brooklyn,NY,11221,Travis Tench,6463939305,http://www.bushwickfarmersmarket.org,Wednesday  10am-6pm,June 5 - November 13,Y,40.68992,-73.92281,"Broadway and Linden St
(40.68992, -73.92281)"
Kings,Bushwick III Farmers' Market,"Broadway, btwn Halsey St. and Thomas Boyland",Halsey St and Broadway Ave.,Brooklyn,NY,11385,Travis Tench,6463939305,http://www.bushwickfarmersmarket.org,Thursday  10am-6pm,June 6 - November 14,Y,40.69952,-73.91106,"Halsey St and Broadway Ave.
(40.69952, -73.91106)"
Kings,Bushwick III Satellite Farmers' Market,"Irving & Putnam Aves.,Brooklyn",Irving Ave and Putnam Ave,Brooklyn,NY,11237,Travis Tench,6463939305,http://www.bushwickfarmersmarket.org,Thursday 12pm-5pm,June 6 - November 14,Y,40.6967,-73.9103,"Irving Ave and Putnam Ave
(40.6967, -73.9103)"
Kings,Bushwick II/Maria Hernandez Farmers' Market,"Knickerbocker Ave. & Starr St.Maria Hernandez Park, Brooklyn",Knickerbocker Ave and Starr St,Brooklyn,NY,11237,Travis Tench,6463939305,http://www.bushwickfarmersmarket.org,Saturday  9am-4pm,June 1 - November 16,Y,40.70281,-73.92539,"Knickerbocker Ave and Starr St
(40.70281, -73.92539)"
Kings,Bushwick II Satellite Farmers' Market,"Wilson Ave & Halsey St.,Irving Square Park, Brooklyn",Wilson Ave and Halsey St,Brooklyn,NY,11207,Travis Tench,6463939305,http://www.bushwickfarmersmarket.org,Saturday  11am-3pm,June 1 - November 16,Y,40.6915,-73.90955,"Wilson Ave and Halsey St
(40.6915, -73.90955)"
Kings,Bushwick I Satellite Farmers' Market,"Myrtle Ave. & Grove St.Near Make-the-Road NY, Brooklyn",Myrtle Ave and Grove St,Brooklyn,NY,11237,Travis Tench,6463939305,http://www.bushwickfarmersmarket.org,Friday 12 Noon-5 pm,June 7 - November 15,Y,40.69916,-73.91492,"Myrtle Ave and Grove St
(40.69916, -73.91492)"
Kings,Carroll Gardens Greenmarket,"Carroll St., btw Court & Smith Sts.",Carroll St and Court St,Brooklyn,NY,11231,Chelsea Whittaker,2127887476,http://www.grownyc.org,Sunday  8am - 3pm,Year-round,Y,40.68106,-73.99653,"Carroll St and Court St
(40.68106, -73.99653)"
Kings,Coney Island Farmers' Market,Surf Ave. & W. 16th St.,Surf Ave and West 16th St,Brooklyn,NY,11224,Judi Orlando,7182664653,http://www.astelladevelopment.org,Sunday  9am-3pm,June 16 - November 24,Y,40.57542,-73.98345,"Surf Ave and West 16th St
(40.57542, -73.98345)"
Kings,Cooper Park Farmers' Market,"Cooper Park,Maspeth Ave. & Olive St., Brooklyn",Cooper Park,Brooklyn,NY,11211,Doug Ornstein,9149234837,http://www.downtoearthmarkets.com,Sunday  11am-4pm,May 26 - November 24,Y,40.71607,-73.93868,"Cooper Park
(40.71607, -73.93868)"
Kings,Cortelyou Greenmarket,Cortelyou Rd. btw Argyle and Rugby Rds.,Cortelyou Rd and Argyle Rd,Brooklyn,NY,11226,Chelsea Whittaker,2127887476,http://www.grownyc.org,Sunday  8am - 4pm,Year-round,Y,40.64044,-73.96617,"Cortelyou Rd and Argyle Rd
(40.64044, -73.96617)"
Kings,Crown Heights Farmers' Market,"Hamilton Metz Park, Albany & Lefferts Aves., Brooklyn",Albany Ave and Lefferts Ave,Brooklyn,NY,11213,Nancie Katz,9177564202,http://www.seedsinthemiddle.org,Thursday  11am-7pm,June 6 - November 14,Y,40.66303,-73.94001,"Albany Ave and Lefferts Ave
(40.66303, -73.94001)"
Kings,Cypress Hills Youthmarket,"Fulton St., btwn Richmond & Logan Sts., Brooklyn",Fulton St and Logan St,Brooklyn,NY,11208,Ryan Morningstar,5089442083,,Friday  2pm-6pm,July 12 - November 22,Y,40.68203,-73.87787,"Fulton St and Logan St
(40.68203, -73.87787)"
Kings,East New York Farmers' Market I,"New Lots and Schenck Aves.,Brooklyn, NY 11207",New Lots Ave and Schenck Ave,Brooklyn,NY,11207,Janelle Nicol,7186497979,http://www.eastnewyorkfarms.org,Saturday  9am-3pm,June 29 - November 16,Y,40.6647,-73.88658,"New Lots Ave and Schenck Ave
(40.6647, -73.88658)"
Kings,East New York Farmers' Market II,"New Lots & Georgia Aves.,Brooklyn, NY 11207",New Lots Ave and Alabama Ave,Brooklyn,NY,11207,Janelle Nicol,7186497979,http://www.eastnewyorkfarms.org,Wed  3:30pm- 6:30pm,July 10 - October 30,Y,40.66077,-73.8955,"New Lots Ave and Alabama Ave
(40.66077, -73.8955)"
Kings,Fort Greene Park Greenmarket,"Washington Park,btw Dekalb Ave. & Willoughby St.",Washington Park and DeKalb Ave,Brooklyn,NY,11205,Chelsea Whittaker,2127887476,http://www.grownyc.org,Saturday  8am - 4pm,Year-round,Y,40.68961,-73.9731,"Washington Park and DeKalb Ave
(40.68961, -73.9731)"
Kings,Graham Avenue Farmers' Market,"Cook St.,to the east of Graham Ave.",Graham Ave and Cook St,Brooklyn,NY,11206,Betty Cooney,7183876643,http://www.grahamavebid.com,Sat  8am-5pm    Sun  8am-4pm,July 6 - October 27,Y,40.70235,-73.94238,"Graham Ave and Cook St
(40.70235, -73.94238)"
Kings,Grand Army Plaza Greenmarket,"Prospect Park entrance,Flatbush Ave. & Prospect Park West",Flatbush Ave and Grand Army Plaza,Brooklyn,NY,11238,Chelsea Whittaker,2127887476,http://www.grownyc.org,Saturday   8am - 4pm,Year-round,Y,40.67412,-73.9695,"Flatbush Ave and Grand Army Plaza
(40.67412, -73.9695)"
Kings,Greenpoint/ McCarren Park Greenmarket,Union Ave btw Driggs & N 12th St,McCarren Dog Park Run,Brooklyn,NY,11222,Chelsea Whittaker,2127887476,http://www.grownyc.org,Saturday  8am - 3pm,Year-round,Y,40.72004,-73.95291,"McCarren Dog Park Run
(40.72004, -73.95291)"
Kings,Greenpoint/ McGolrick Park Farmers' Market,"McGolrick Park,Russel St. off Nassau Ave., Brooklyn",McGolrick Park,Brooklyn,NY,11222,Doug Ornstein,9149234837,http://www.downtoearthmarkets.com,Sunday  11am-4pm,April 7 - December 29,Y,40.72444,-73.94336,"McGolrick Park
(40.72444, -73.94336)"
Kings,Harvest Home Coney Island Farmers' Market,"Ocean Parkway,btwn Ave. Z & Shore Rd.",Ocean Pkwy and Avenue Z,Brooklyn,NY,11235,Maritza Owens,2128283361,http://www.harvesthomefm.org,Friday  8am-4pm,June 14 - November 15,Y,40.58669,-73.96578,"Ocean Pkwy and Avenue Z
(40.58669, -73.96578)"
Kings,Harvest Home Lutheran Farmers' Market,"Lutheran Way, btwn 55th St. & Sunset Park, Brooklyn",Second Ave and 55th St,Brooklyn,NY,11220,Maritza Owens,2128283361,http://www.harvesthomefm.org,Thursday  8am-4pm,July 11 - November 14,Y,40.6463,-74.01984,"Second Ave and 55th St
(40.6463, -74.01984)"
Kings,Hattie Carthan After Church Farmers' Market,"49 Van Buren St.,Herban Farm & Bailey's Café",49 Van Buren St,Brooklyn,NY,11221,Yonnette Fleming,7186383566,http://www.hattiecarthancommunitymarket.com,Sunday  1pm-6pm,July 28 - November 17,Y,40.69024,-73.94359,"49 Van Buren St
(40.69024, -73.94359)"
